player_name,position,team,proj_fpts,clean_name,depth_chart_order,search_rank,custom_rank,vorp,tier,rank
Ernest Jones,LB,SEA,135.13750000000002,ernest jones,1.0,209.0,209.0,-3.737499999999983,Tier 5,172
Blake Cashman,LB,MIN,135.07500000000002,blake cashman,1.0,229.0,229.0,-3.799999999999983,Tier 5,173
Jeremy Chinn,DB,LV,116.13750000000002,jeremy chinn,1.0,288.0,288.0,-3.862499999999983,Tier 5,174
Antoine Winfield,DB,TB,116.01250000000002,antoine winfield,1.0,317.0,317.0,-3.987499999999983,Tier 5,175
Nate Landman,LB,LAR,134.8125,nate landman,1.0,222.0,222.0,-4.0625,Tier 5,176
Patrick Queen,LB,PIT,134.5625,patrick queen,1.0,278.0,278.0,-4.3125,Tier 5,177
Alex Singleton,LB,DEN,133.70000000000002,alex singleton,1.0,278.0,278.0,-5.174999999999983,Tier 5,178
Davante Adams,WR,LAR,152.7,davante adams,2.0,46.0,31.0,-5.800000000000011,Tier 5,179
Cleveland Browns,DEF,CLE,188.0,cleveland browns,1.0,160.0,87.0,-6.0,Tier 4,180
Antonio Johnson,DB,JAX,114.0,antonio johnson,1.0,582.0,582.0,-6.0,Tier 5,181
Cam Bynum,DB,IND,114.0,cam bynum,1.0,427.0,427.0,-6.0,Tier 5,182
Talanoa Hufanga,DB,DEN,113.9375,talanoa hufanga,1.0,280.0,280.0,-6.0625,Tier 5,183
Nick Emmanwori,DB,SEA,113.41250000000001,nick emmanwori,1.0,211.0,211.0,-6.5874999999999915,Tier 5,184
Cole Bishop,DB,BUF,113.38750000000002,cole bishop,1.0,331.0,331.0,-6.612499999999983,Tier 5,185
Alohi Gilman,DB,KC,113.0,alohi gilman,1.0,548.0,548.0,-7.0,Tier 5,186
Tony Pollard,RB,TEN,164.20000000000002,tony pollard,1.0,63.0,43.5,-7.699999999999989,Tier 5,187
Tremaine Edmunds,LB,NYG,131.1,tremaine edmunds,1.0,300.0,300.0,-7.775000000000006,Tier 5,188
Dalton Schultz,TE,HOU,175.95,dalton schultz,1.0,98.0,59.0,-7.800000000000011,Tier 5,189
Daiyan Henley,LB,LAC,130.975,daiyan henley,1.0,172.0,172.0,-7.900000000000006,Tier 5,190
Maxx Crosby,DL,LV,112.98750000000001,maxx crosby,1.0,92.0,92.0,-8.599999999999994,Tier 3,191
Julian Love,DB,SEA,111.36250000000001,julian love,1.0,335.0,335.0,-8.637499999999989,Tier 5,192
Jordan Mason,RB,MIN,162.7,jordan mason,1.0,96.0,66.0,-9.200000000000017,Tier 5,193
Cedric Gray,LB,TEN,129.66250000000002,cedric gray,1.0,213.0,213.0,-9.212499999999977,Tier 5,194
Demario Davis,LB,NYJ,129.51250000000002,demario davis,1.0,393.0,393.0,-9.362499999999983,Tier 5,195
Alontae Taylor,DB,TEN,110.6375,alontae taylor,1.0,456.0,456.0,-9.362499999999997,Tier 5,196
Jordan Battle,DB,CIN,110.6375,jordan battle,1.0,348.0,348.0,-9.362499999999997,Tier 5,197
Marvin Harrison,WR,ARI,149.0,marvin harrison,1.0,71.0,50.5,-9.5,Tier 5,198
Robert Spillane,LB,NE,129.175,robert spillane,1.0,292.0,292.0,-9.699999999999989,Tier 5,199
Pittsburgh Steelers,DEF,PIT,184.0,pittsburgh steelers,1.0,161.0,83.0,-10.0,Tier 4,200
J.K. Dobbins,RB,DEN,161.70000000000002,jk dobbins,1.0,68.0,46.5,-10.199999999999989,Tier 5,201
Dax Hill,DB,CIN,109.75,dax hill,1.0,9999999.0,9999999.0,-10.25,Tier 5,202
Danielle Hunter,DL,HOU,110.95,danielle hunter,1.0,173.0,173.0,-10.637500000000003,Tier 3,203
Caleb Downs,DB,DAL,108.1875,caleb downs,1.0,144.0,144.0,-11.8125,Tier 5,204
Malik Mustapha,DB,SF,108.05000000000001,malik mustapha,1.0,485.0,485.0,-11.949999999999989,Tier 5,205
DK Metcalf,WR,PIT,146.3,dk metcalf,1.0,73.0,51.0,-12.199999999999989,Tier 5,206
Kyle Monangai,RB,CHI,159.40000000000003,kyle monangai,2.0,61.0,49.0,-12.499999999999972,Tier 5,207
Alec Pierce,WR,IND,145.60000000000002,alec pierce,1.0,94.0,63.5,-12.899999999999977,Tier 5,208
Demetrius Knight,LB,CIN,125.92500000000001,demetrius knight,1.0,290.0,290.0,-12.949999999999989,Tier 5,209
DeShon Elliott,DB,PIT,106.8875,deshon elliott,1.0,422.0,422.0,-13.112499999999997,Tier 5,210
Malaki Starks,DB,BAL,106.775,malaki starks,1.0,272.0,272.0,-13.224999999999994,Tier 5,211
Brandon Jones,DB,DEN,106.7,brandon jones,1.0,527.0,527.0,-13.299999999999997,Tier 5,212
Mike Jackson,DB,CAR,106.5,mike jackson,1.0,503.0,503.0,-13.5,Tier 5,213
Zaire Franklin,LB,GB,125.26250000000002,zaire franklin,1.0,182.0,182.0,-13.612499999999983,Tier 5,214
Fernando Mendoza,QB,LV,208.0,fernando mendoza,1.0,95.0,62.0,-13.900000000000006,Tier 5,215
Detroit Lions,DEF,DET,180.0,detroit lions,1.0,162.0,86.0,-14.0,Tier 4,216
Jaquan Brisker,DB,PIT,105.66250000000001,jaquan brisker,1.0,407.0,407.0,-14.337499999999991,Tier 5,217
Amani Hooker,DB,TEN,105.325,amani hooker,1.0,600.0,600.0,-14.674999999999997,Tier 5,218
DJ Moore,WR,BUF,143.70000000000002,dj moore,1.0,52.0,39.5,-14.799999999999983,Tier 5,219
Jalen Thompson,DB,DAL,104.9625,jalen thompson,1.0,504.0,504.0,-15.037499999999994,Tier 5,220
Devin Bush,LB,CHI,123.8125,devin bush,1.0,275.0,275.0,-15.0625,Tier 5,221
Minkah Fitzpatrick,DB,NYJ,104.73750000000001,minkah fitzpatrick,1.0,493.0,493.0,-15.262499999999989,Tier 5,222
Barrett Carter,LB,CIN,123.60000000000001,barrett carter,1.0,322.0,322.0,-15.274999999999991,Tier 5,223
MarShawn Lloyd,RB,GB,156.6,marshawn lloyd,2.0,136.0,83.0,-15.300000000000011,Tier 5,224
Rico Dowdle,RB,PIT,156.2,rico dowdle,2.0,65.0,48.5,-15.700000000000017,Tier 5,225
Quincy Williams,LB,CLE,122.8375,quincy williams,1.0,317.0,317.0,-16.037499999999994,Tier 5,226
Nick Scott,DB,CAR,103.86250000000001,nick scott,1.0,519.0,519.0,-16.13749999999999,Tier 5,227
Chig Okonkwo,TE,WAS,167.55,chig okonkwo,1.0,137.0,137.0,-16.19999999999999,Tier 5,228
Oronde Gadsden,TE,LAC,167.1,oronde gadsden,1.0,83.0,56.0,-16.650000000000006,Tier 5,229
