season,sleeper_id,player_name,position,team,total_pts,pos_rank
2024,6794,Justin Jefferson,WR,MIN,286.5,2
2024,8130,Trey McBride,TE,ARI,284.3,2
2024,4137,James Conner,RB,ARI,281.2,10
2024,TB,Tampa Bay Buccaneers,DEF,TB,277.4,16
2024,4018,Joe Mixon,RB,,275.7,11
2024,7547,Amon-Ra St. Brown,WR,DET,275.55,3
2024,4217,George Kittle,TE,SF,275.3,3
2024,8183,Brock Purdy,QB,SF,274.1,11
2024,6797,Justin Herbert,QB,LAC,270.6,12
2024,WAS,Washington Commanders,DEF,WAS,267.48,17
2024,LAR,Los Angeles Rams,DEF,LAR,267.4,18
2024,4046,Patrick Mahomes,QB,KC,266.7,13
2024,NYJ,New York Jets,DEF,NYJ,266.16,19
2024,4035,Alvin Kamara,RB,NO,263.3,12
2024,11584,Bucky Irving,RB,TB,260.94,13
2024,11631,Brian Thomas,WR,JAX,259.4,4
2024,9224,Chase Brown,RB,CIN,257.94,14
2024,7594,Chuba Hubbard,RB,CAR,256.8,15
2024,SF,San Francisco 49ers,DEF,SF,256.12,20
2024,ARI,Arizona Cardinals,DEF,ARI,256.04,21
2024,NYG,New York Giants,DEF,NYG,255.28,22
2024,4144,Jonnu Smith,TE,,249.2,4
2024,5927,Terry McLaurin,WR,WAS,248.8,5
2024,4199,Aaron Jones,RB,MIN,248.5,16
2024,NO,New Orleans Saints,DEF,NO,248.44,23
2024,1373,Geno Smith,QB,NYJ,248.3,14
2024,CLE,Cleveland Browns,DEF,CLE,246.52,24
2024,IND,Indianapolis Colts,DEF,IND,246.3,25
2024,MIA,Miami Dolphins,DEF,MIA,246.02,26
2024,5346,Zaire Franklin,LB,GB,242.85,1
2024,ATL,Atlanta Falcons,DEF,ATL,242.04,27
2024,8112,Drake London,WR,ATL,241.9,6
2024,TEN,Tennessee Titans,DEF,TEN,241.06,28
2024,8155,Breece Hall,RB,NYJ,239.6,17
2024,6804,Jordan Love,QB,GB,234.85,15
2024,6815,Zack Baun,LB,PHI,228.25,2
2024,6786,CeeDee Lamb,WR,DAL,227.7,7
2024,11632,Malik Nabers,WR,NYG,226.5,8
2024,6302,Kaden Elliss,LB,NO,224.8,3
2024,5892,David Montgomery,RB,HOU,223.15,18
2024,7528,Najee Harris,RB,,221.3,19
2024,6790,D'Andre Swift,RB,CHI,221.1,20
2024,96,Aaron Rodgers,QB,PIT,221.05,16
2024,5726,Robert Spillane,LB,NE,217.0,4
2024,5967,Tony Pollard,RB,TEN,216.6,21
2024,9488,Jaxon Smith-Njigba,WR,SEA,215.85,9
2024,7021,Rico Dowdle,RB,PIT,215.4,22
2024,6183,Andrew Van Ginkel,LB,MIN,215.07,5
2024,11635,Ladd McConkey,WR,LAC,214.82,10
2024,1466,Travis Kelce,TE,KC,214.3,5
2024,8146,Garrett Wilson,WR,NYJ,213.5,11
2024,4081,Budda Baker,DB,ARI,213.0,1
2024,2133,Davante Adams,WR,LAR,210.8,12
2024,2216,Mike Evans,WR,SF,210.5,13
2024,5045,Courtland Sutton,WR,DEN,210.5,13
2024,6783,Jerry Jeudy,WR,CLE,209.9,15
2024,5859,A.J. Brown,WR,NE,207.7,16
2024,10905,Brian Branch,DB,DET,207.2,2
2024,11533,Brandon Aubrey,K,DAL,206.0,1
2024,8148,Jameson Williams,WR,DET,205.5,17
2024,6806,J.K. Dobbins,RB,DEN,204.1,23
2024,1945,Chris Boswell,K,PIT,204.0,2
2024,11560,Caleb Williams,QB,CHI,203.85,17
2024,7841,Jamien Sherwood,LB,NYJ,203.0,6
2024,6949,Jordyn Brooks,LB,MIA,202.07,7
2024,421,Matthew Stafford,QB,LAR,201.8,18
2024,1192,Lavonte David,LB,,200.43,8
2024,LV,Las Vegas Raiders,DEF,LV,200.36,29
2024,5012,Mark Andrews,TE,BAL,199.7,6
2024,11655,Tyrone Tracy,RB,NYG,197.64,24
2024,8392,Nick Cross,DB,WAS,197.62,3
2024,5580,Frankie Luvu,LB,WAS,196.62,9
2024,8267,Nakobe Dean,LB,LV,196.0,10
2024,9997,Zay Flowers,WR,BAL,195.5,18
2024,7569,Nico Collins,WR,HOU,194.8,19
2024,4960,Roquan Smith,LB,BAL,194.75,11
2024,10859,Sam LaPorta,TE,DET,194.1,7
2024,10914,Daiyan Henley,LB,LAC,193.1,12
2024,9756,Jordan Addison,WR,MIN,193.0,20
2024,4983,DJ Moore,WR,BUF,192.5,21
2024,5960,T.J. Edwards,LB,CHI,192.5,13
2024,5041,Fred Warner,LB,SF,192.25,14
2024,4070,T.J. Watt,LB,PIT,191.75,15
2024,6801,Tee Higgins,WR,CIN,191.3,22
2024,NE,New England Patriots,DEF,NE,191.16,30
2024,3321,Tyreek Hill,WR,,191.14,23
2024,6218,E.J. Speed,LB,HOU,190.8,16
2024,8280,Nik Bonitto,LB,DEN,190.78,17
2024,5894,Germaine Pratt,LB,,189.88,18
2024,2350,Eric Kendricks,LB,,189.88,18
2024,1339,Zach Ertz,TE,,189.3,8
2024,10222,Jayden Reed,WR,GB,188.9,24
2024,9493,Puka Nacua,WR,LAR,188.8,25
2024,3233,Kevin Byard,DB,NE,187.5,4
2024,6217,Blake Cashman,LB,MIN,187.15,20
2024,6911,Brandon Jones,DB,DEN,186.2,5
2024,6768,Tua Tagovailoa,QB,ATL,185.35,19
2024,8259,Cameron Dicker,K,LAC,185.0,3
2024,8136,Rachaad White,RB,WAS,184.9,25
2024,5947,Jakobi Meyers,WR,JAX,184.0,26
2024,5876,Julian Love,DB,SEA,183.78,6
2024,9753,Zach Charbonnet,RB,SEA,183.2,26
2024,8154,Brian Robinson,RB,ATL,182.0,27
2024,9758,C.J. Stroud,QB,HOU,181.65,20
2024,7611,Rhamondre Stevenson,RB,NE,180.8,28
2024,8339,Kyle Hamilton,DB,BAL,180.7,7
2024,1233,Bobby Wagner,LB,,180.0,21
2024,3451,Ka'imi Fairbairn,K,HOU,179.0,4
2024,8151,Kenneth Walker,RB,KC,177.4,29
2024,8333,Alontae Taylor,DB,TEN,177.0,8
2024,5017,Jessie Bates,DB,ATL,176.88,9
2024,JAX,Jacksonville Jaguars,DEF,JAX,176.32,31
2024,5119,Jason Sanders,K,NYJ,176.0,5
2024,7648,Nick Bolton,LB,KC,176.0,22
2024,6214,Quincy Williams,LB,CLE,175.47,23
2024,1052,Demario Davis,LB,NYJ,174.5,24
2024,7600,Pat Freiermuth,TE,PIT,174.3,9
2024,7525,DeVonta Smith,WR,PHI,174.2,27
2024,9484,Tucker Kraft,TE,GB,173.6,10
2024,4981,Calvin Ridley,WR,TEN,173.6,28
2024,7672,Ernest Jones,LB,SEA,173.55,25
2024,11628,Marvin Harrison,WR,ARI,172.3,29
2024,7049,Jauan Jennings,WR,MIN,171.3,30
2024,1166,Kirk Cousins,QB,LV,171.2,21
2024,5348,Kyzir White,LB,,170.25,26
2024,6650,Chase McLaughlin,K,TB,170.0,6
2024,4098,Kareem Hunt,RB,,169.6,30
2024,5846,DK Metcalf,WR,PIT,169.6,31
2024,9228,Bryce Young,QB,CAR,169.35,22
2024,8348,Kerby Joseph,DB,DET,168.97,10
2024,8142,Alec Pierce,WR,IND,168.2,32
2024,4971,Derwin James,DB,LAC,167.3,11
2024,7346,Christian Rozeboom,LB,TB,166.9,27
2024,7090,Darnell Mooney,WR,NYG,166.6,33
2024,6788,Xavier McKinney,DB,GB,166.38,12
2024,6807,Patrick Queen,LB,PIT,166.0,28
2024,3678,Wil Lutz,K,DEN,165.0,7
2024,7659,Tre'von Moehrig,DB,CAR,164.7,13
2024,11539,Jake Bates,K,DET,164.0,8
2024,9225,Tank Bigsby,RB,PHI,163.4,31
2024,5872,Deebo Samuel,WR,,163.02,34
2024,3214,Hunter Henry,TE,NE,162.8,11
2024,7016,Jeremy Chinn,DB,LV,161.0,14
2024,4238,Xavier Woods,DB,,160.25,15
2024,8111,Cade Otton,TE,TB,159.8,12
2024,4993,Mike Gesicki,TE,CIN,159.5,13
2024,5071,DeShon Elliott,DB,PIT,159.25,16
2024,7571,Rashod Bateman,WR,BAL,159.1,35
2024,6315,Tyrel Dodson,LB,MIA,158.18,29
2024,10880,Jack Campbell,LB,DET,157.75,30
2024,4033,David Njoku,TE,LAC,157.1,14
2024,11624,Xavier Worthy,WR,KC,156.8,36
2024,10933,DeMarvion Overshown,LB,DAL,156.57,31
2024,2028,Derek Carr,QB,,156.55,23
2024,9500,Josh Downs,WR,IND,156.34,37
2024,9229,Anthony Richardson,QB,IND,155.4,24
2024,9754,Quentin Johnston,WR,LAC,155.0,38
2024,8330,Quentin Lake,DB,LAR,154.0,17
2024,11676,Mike Sainristil,DB,WAS,153.45,18
2024,8341,Cam Taylor-Britt,DB,IND,153.22,19
2024,11564,Drake Maye,QB,NE,152.7,25
2024,7640,Micah Parsons,LB,GB,152.5,32
2024,5030,Harold Landry,LB,NE,152.0,33
2024,11052,Jaylon Jones,DB,IND,151.62,20
2024,8384,Zyon McCollum,DB,TB,151.6,21
2024,4039,Cooper Kupp,WR,SEA,151.5,39
2024,8265,Travon Walker,LB,JAX,151.12,34
2024,8329,Devin Lloyd,LB,CAR,151.07,35
2024,8266,Quay Walker,LB,LV,150.75,36
2024,5095,Daniel Carlson,K,,150.0,9
2024,5334,Josey Jewell,LB,,149.75,37
2024,1234,Russell Wilson,QB,,149.5,26
2024,1479,Keenan Allen,WR,,149.2,40
2024,8134,Khalil Shakir,WR,BUF,149.1,41
2024,2130,Kyle Van Noy,LB,,148.75,38
2024,10891,Devon Witherspoon,DB,SEA,148.5,22
2024,4968,Tremaine Edmunds,LB,NYG,148.0,39
2024,8396,Micah McFadden,LB,NYG,148.0,39
2024,9494,Marvin Mims,WR,DEN,147.98,42
2024,1264,Justin Tucker,K,,147.0,10
2024,CAR,Carolina Panthers,DEF,CAR,146.88,32
2024,6065,Cody Barton,LB,TEN,146.82,41
2024,2747,Jason Myers,K,SEA,146.0,11
2024,5332,Foyesade Oluokun,LB,JAX,145.5,42
2024,6811,Kenneth Murray,LB,,144.4,43
2024,8261,Jack Jones,DB,SF,144.32,23
2024,6901,Joshua Metellus,DB,MIN,143.9,24
2024,4663,Austin Ekeler,RB,,143.76,32
2024,7042,Tyler Bass,K,BUF,143.0,12
2024,8137,George Pickens,WR,DAL,142.7,43
2024,7588,Javonte Williams,RB,DAL,142.1,33
2024,6083,Matt Gay,K,LV,142.0,13
2024,7765,Jonathon Cooper,DL,DEN,141.75,1
2024,1213,Harrison Smith,DB,,141.5,25
2024,4195,Jake Elliott,K,PHI,141.0,14
2024,6799,Grant Delpit,DB,CLE,141.0,26
2024,8143,Jerome Ford,RB,WAS,140.72,34
2024,10923,Dorian Williams,LB,BUF,140.5,44
2024,7715,Cam Bynum,DB,IND,140.07,27
2024,11792,Will Reichard,K,MIN,139.0,15
2024,2308,Dante Fowler,LB,SEA,138.43,45
2024,7523,Trevor Lawrence,QB,JAX,138.35,27
2024,7553,Kyle Pitts,TE,ATL,137.5,15
2024,6819,Michael Pittman,WR,PIT,137.4,44
2024,8311,Terrel Bernard,LB,BUF,137.03,46
2024,8408,Jordan Mason,RB,MIN,136.86,35
2024,8131,Isaiah Likely,TE,NYG,136.5,16
2024,10892,Will Anderson,DL,HOU,136.0,2
2024,11058,Blake Grupe,K,IND,135.0,16
2024,11789,Joshua Karty,K,,135.0,16
2024,11779,Tarheeb Still,DB,LAC,134.88,28
2024,6179,Jahlani Tavai,LB,,134.5,47
2024,10930,Riley Moss,DB,DEN,134.5,29
2024,8917,KaVontae Turpin,WR,DAL,133.84,45
2024,5908,Amani Hooker,DB,TEN,133.7,30
2024,11687,Edgerrin Cooper,LB,GB,133.4,48
2024,7044,Julian Blackmon,DB,NO,132.43,31
2024,6291,Donovan Wilson,DB,,132.25,32
2024,5036,Justin Reid,DB,NO,132.2,33
2024,7819,Deommodore Lenoir,DB,SF,131.32,34
2024,10970,Henry To'oTo'o,LB,HOU,131.25,49
2024,5987,Alexander Mattison,RB,,131.0,36
2024,11786,Cam Little,K,JAX,131.0,18
2024,6141,Drue Tranquill,LB,KC,130.07,50
2024,6923,Geno Stone,DB,BUF,129.85,35
2024,7002,Juwan Johnson,TE,NO,129.8,17
2024,7787,Damar Hamlin,DB,BUF,129.47,36
2024,8104,Dee Alford,DB,BUF,129.0,37
2024,2359,Ameer Abdullah,RB,JAX,128.28,37
2024,10949,Chamarri Conner,DB,KC,128.25,38
2024,8308,Derek Stingley,DB,HOU,128.2,39
2024,8359,Marcus Jones,DB,NE,128.04,40
2024,10955,Chad Ryland,K,ARI,128.0,19
2024,7526,Jaylen Waddle,WR,DEN,127.7,46
2024,6826,Cole Kmet,TE,CHI,127.7,18
2024,8126,Wan'Dale Robinson,WR,TEN,127.2,47
2024,5133,Tyler Conklin,TE,DET,126.9,19
2024,10881,Christian Gonzalez,DB,NE,126.62,41
2024,6711,Jalen Thompson,DB,DAL,126.5,42
2024,4963,Minkah Fitzpatrick,DB,NYJ,126.41,43
2024,7136,Kam Curl,DB,LAR,126.33,44
2024,6880,Logan Wilson,LB,,126.25,51
2024,4666,Younghoe Koo,K,,126.0,20
2024,7496,Nick Westbrook-Ikhine,WR,IND,126.0,48
2024,4381,Taysom Hill,TE,,125.93,20
2024,5944,Bobby Okereke,LB,,125.53,52
2024,5893,C.J. Gardner-Johnson,DB,BUF,125.4,45
2024,11620,Rome Odunze,WR,CHI,125.3,49
2024,11575,Ray Davis,RB,BUF,125.08,38
2024,7626,Odafe Oweh,LB,WAS,125.0,53
2024,5001,Dalton Schultz,TE,HOU,124.9,21
2024,11665,Jared Verse,DL,CLE,124.75,3
2024,8364,Trent McDuffie,DB,LAR,124.75,46
2024,8117,Jalen Tolbert,WR,MIA,124.6,50
2024,7685,Brandon Stephens,DB,NYJ,124.25,47
2024,8406,Reed Blankenship,DB,HOU,124.12,48
2024,9502,Tank Dell,WR,HOU,124.1,51
2024,4037,Chris Godwin,WR,TB,123.9,52
2024,10917,Byron Young,LB,LAR,123.75,54
2024,1689,Adam Thielen,WR,,123.7,53
2024,3268,Eric Murray,DB,JAX,123.5,49
2024,8487,Christian Benford,DB,BUF,123.33,50
2024,7543,Travis Etienne,RB,NO,123.3,39
2024,6131,Mack Wilson,LB,ARI,123.0,55
2024,6528,Joey Slye,K,TEN,123.0,21
2024,8228,Jaylen Warren,RB,PIT,122.38,40
2024,8305,Montaric Brown,DB,JAX,121.5,51
2024,2306,Jameis Winston,QB,NYG,121.35,28
2024,10937,Jake Moody,K,WAS,121.0,22
2024,8132,Tyler Allgeier,RB,ARI,120.6,41
2024,8210,Chig Okonkwo,TE,WAS,120.5,22
2024,5096,Ray-Ray McCloud,WR,,120.24,54
2024,8385,George Karlaftis,DL,KC,120.0,4
2024,7828,Noah Gray,TE,KC,119.4,23
2024,5882,Taylor Rapp,DB,,119.12,52
2024,6485,Azeez Al-Shaair,LB,HOU,118.5,56
2024,10904,Keion White,DL,SF,118.0,5
2024,8838,Isaiah Pola-Mao,DB,LV,118.0,53
2024,8293,Coby Bryant,DB,CHI,117.67,54
2024,8390,Martin Emerson,DB,NO,117.55,55
2024,5995,Justice Hill,RB,BAL,117.42,42
2024,10921,Yaya Diaby,DL,TB,116.75,6
2024,3202,Austin Hooper,TE,ATL,116.6,24
2024,11674,Tyler Nubin,DB,NYG,116.55,56
2024,7671,Benjamin St-Juste,DB,GB,116.5,57
2024,1576,Tyrann Mathieu,DB,,116.22,58
2024,5010,Will Dissly,TE,,116.14,25
2024,2020,Cairo Santos,K,CHI,116.0,23
2024,5022,Dallas Goedert,TE,PHI,115.9,26
2024,11618,Jalen McMillan,WR,TB,115.58,55
2024,9508,Tyjae Spears,RB,TEN,115.42,43
2024,6219,Austin Seibert,K,,115.0,24
2024,6872,Kyle Dugger,DB,CIN,115.0,59
2024,1426,DeAndre Hopkins,WR,,114.9,56
2024,7591,Justin Fields,QB,KC,114.4,29
2024,3174,Leonard Floyd,LB,,114.25,57
2024,5857,Noah Fant,TE,NO,114.2,27
2024,6945,Antonio Gibson,RB,,114.16,44
2024,650,Nick Folk,K,ATL,114.0,25
2024,10898,Tuli Tuipulotu,DL,LAC,113.75,7
2024,6848,Anfernee Jennings,LB,NO,112.75,58
2024,11766,Jarvis Brownlee,DB,NYJ,112.55,60
2024,4074,Malik Hooker,DB,DAL,112.5,61
2024,11677,Braden Fiske,DL,LAR,112.45,8
2024,11685,Kamari Lassiter,DB,HOU,112.22,62
2024,10903,Quan Martin,DB,WAS,112.22,62
2024,5185,Allen Lazard,WR,,112.1,57
2024,8125,Calvin Austin,WR,NYG,111.26,58
2024,8294,Bryan Cook,DB,CIN,111.0,64
2024,7970,Ar'Darius Washington,DB,NYG,110.83,65
2024,11086,Ivan Pace,LB,MIN,110.55,59
2024,8110,Jake Ferguson,TE,DAL,110.5,28
2024,10213,Tre Tucker,WR,LV,110.38,59
2024,5870,Daniel Jones,QB,IND,110.2,30
2024,9501,DeMario Douglas,WR,NE,109.9,60
2024,8365,Kyler Gordon,DB,CHI,109.75,66
2024,5985,Foster Moreau,TE,HOU,109.1,29
2024,2036,Khalil Mack,LB,LAC,109.05,60
2024,3286,Demarcus Robinson,WR,SF,108.9,61
2024,5839,Rashan Gary,LB,DAL,108.75,61
2024,11697,Renardo Green,DB,SF,108.5,67
2024,8860,Tony Adams,DB,TEN,108.5,67
2024,6977,Justin Strnad,LB,DEN,108.0,62
2024,7921,Christian Elliss,LB,NE,107.4,63
2024,10913,Joey Porter,DB,PIT,107.4,69
2024,10888,Jalen Carter,DL,PHI,107.25,9
2024,11727,Payton Wilson,LB,PIT,107.05,64
2024,1343,Jordan Poyer,DB,,107.0,70
2024,10236,Dalton Kincaid,TE,BUF,106.9,30
2024,11710,Calen Bullock,DB,HOU,106.9,71
2024,7782,Isaiah McDuffie,LB,GB,106.75,65
2024,11686,Javon Bullard,DB,GB,106.58,72
2024,3294,Dak Prescott,QB,DAL,106.4,31
2024,8167,Christian Watson,WR,GB,106.3,62
2024,11734,Tyrice Knight,LB,SEA,106.2,66
2024,5920,Will Harris,DB,WAS,106.17,73
2024,5189,Eddy Pineiro,K,SF,106.0,26
2024,8121,Romeo Doubs,WR,NE,106.0,63
2024,8314,Jalen Pitre,DB,HOU,105.75,74
2024,7647,Pete Werner,LB,NO,105.5,67
2024,11726,Kamren Kinchens,DB,LAR,105.08,75
2024,6216,Ugo Amadi,DB,,104.5,76
2024,9504,Kayshon Boutte,WR,NE,104.1,64
2024,7113,Alex Highsmith,LB,PIT,104.0,68
2024,2389,Jordan Hicks,LB,,104.0,68
2024,10936,Ji'Ayir Brown,DB,SF,104.0,77
2024,11637,Keon Coleman,WR,BUF,103.7,65
2024,7637,Zaven Collins,LB,ARI,103.5,70
2024,2427,Za'Darius Smith,LB,,103.5,70
2024,3303,Matthew Judon,LB,,103.42,72
2024,11626,Xavier Legette,WR,CAR,103.38,66
2024,11427,Christian Izien,DB,DET,102.92,78
2024,10232,Michael Wilson,WR,ARI,102.9,67
2024,7651,Jeremiah Owusu-Koramoah,LB,CLE,102.5,73
2024,5844,T.J. Hockenson,TE,MIN,102.4,31
2024,8374,Riq Woolen,DB,PHI,102.28,79
2024,11700,Dru Phillips,DB,NYG,102.12,80
2024,1433,Brandon McManus,K,,102.0,27
2024,11651,Isaac Guerendo,RB,SF,101.62,45
2024,6860,Akeem Davis-Gaither,LB,IND,100.8,74
2024,10226,Andrei Iosivas,WR,CIN,99.8,68
2024,6938,Cam Akers,RB,,99.74,46
2024,11435,Emanuel Wilson,RB,SEA,99.7,47
2024,4066,Evan Engram,TE,DEN,99.3,32
2024,10879,Calijah Kancey,DL,TB,99.25,10
2024,11661,Terrion Arnold,DB,,98.97,81
2024,4118,Alex Anzalone,LB,TB,98.5,75
2024,6419,P.J. Locke,DB,DAL,98.5,82
2024,5375,Jordan Whitehead,DB,,98.5,82
2024,4574,Cooper Rush,QB,,98.4,32
2024,6839,Jaylon Johnson,DB,CHI,98.28,84
2024,10935,Trenton Simpson,LB,BAL,98.25,76
2024,6039,Ty Johnson,RB,BUF,98.2,48
2024,4227,Harrison Butker,K,KC,98.0,28
2024,10899,Gervon Dexter,DL,CHI,98.0,11
2024,6130,Devin Singletary,RB,NYG,97.8,49
2024,6149,Darius Slayton,WR,NYG,97.8,69
2024,5032,Jordan Akins,TE,,97.5,33
2024,5843,Devin Bush,LB,CHI,97.5,77
2024,10947,Ventrell Miller,LB,JAX,97.0,78
2024,10932,Garrett Williams,DB,ARI,97.0,85
2024,9480,Brenton Strange,TE,JAX,96.6,34
2024,10878,Deonte Banks,DB,NYG,96.5,86
2024,11705,Tykee Smith,DB,TB,96.5,86
2024,6888,Antoine Winfield,DB,TB,96.45,88
2024,9487,Parker Washington,WR,JAX,96.44,70
2024,2309,Amari Cooper,WR,,96.3,71
2024,2449,Stefon Diggs,WR,,96.15,72
2024,7839,Evan McPherson,K,CIN,96.0,29
2024,8343,Boye Mafe,DL,CIN,96.0,12
2024,8325,Arnold Ebiketie,DL,PHI,96.0,12
2024,11439,Jaleel McLaughlin,RB,DEN,95.6,50
2024,7698,Andre Cisco,DB,NYJ,95.55,89
2024,10974,Antonio Johnson,DB,JAX,95.5,90
2024,6271,Olamide Zaccheaus,WR,ATL,94.66,73
2024,7596,Elijah Moore,WR,PHI,94.4,74
2024,10873,Nolan Smith,LB,PHI,93.75,79
2024,4413,Eric Wilson,LB,MIN,93.0,80
2024,19,Joe Flacco,QB,CIN,91.85,33
2024,2374,Tyler Lockett,WR,,91.6,75
2024,11678,Cooper DeJean,DB,PHI,91.19,91
2024,7666,Jevon Holland,DB,NYG,90.5,92
2024,5056,Jerome Baker,LB,,90.5,81
2024,9486,Dontayvion Wicks,WR,PHI,90.1,76
2024,8180,Jalen Nailor,WR,LV,90.0,77
2024,3262,Justin Simmons,DB,,90.0,93
2024,3276,De'Vondre Campbell,LB,,90.0,82
2024,8676,Rashid Shaheed,WR,SEA,89.96,78
2024,10866,Aidan O'Connell,QB,LV,89.4,34
2024,9506,Sean Tucker,RB,TB,88.7,51
2024,8290,Sauce Gardner,DB,IND,88.5,94
2024,8659,Nate Landman,LB,LAR,88.0,83
2024,2327,Bud Dupree,LB,LAC,88.0,83
2024,4177,Mack Hollins,WR,NE,87.72,79
2024,4972,Mason Rudolph,QB,PIT,87.2,35
2024,9999,Will Levis,QB,TEN,86.65,36
2024,4224,Chuck Clark,DB,DET,86.5,95
2024,7527,Mac Jones,QB,SF,86.4,37
2024,3415,Jonathan Jones,DB,PHI,86.0,96
2024,11638,Ricky Pearsall,WR,SF,85.14,80
2024,7677,Divine Deablo,LB,ATL,84.8,85
2024,4180,Rayshawn Jenkins,DB,,84.55,97
2024,7670,Joshua Palmer,WR,BUF,84.5,81
2024,5970,Greg Dortch,WR,DET,84.12,82
2024,11603,AJ Barner,TE,SEA,84.0,35
2024,11834,Devaughn Vele,WR,NO,83.4,83
2024,7815,K.J. Britt,LB,NE,83.25,86
2024,5086,Marquez Valdes-Scantling,WR,DAL,83.2,84
2024,2267,Jimmie Ward,DB,,83.17,98
2024,8310,Cor'Dale Flott,DB,TEN,83.15,99
2024,6003,Anthony Nelson,LB,TB,83.0,87
2024,1348,Dustin Hopkins,K,,83.0,30
2024,8362,Leo Chenal,LB,WAS,83.0,87
2024,11576,Braelon Allen,RB,NYJ,83.0,52
2024,6210,Darnell Savage,DB,PIT,82.9,100
2024,11731,Malik Mustapha,DB,SF,82.53,101
2024,8303,Roger McCreary,DB,DET,82.5,102
2024,11646,Jalen Coker,WR,CAR,81.55,85
2024,11725,Jarrian Jones,DB,JAX,81.5,103
2024,8289,Aidan Hutchinson,DL,DET,80.75,14
2024,4203,Anthony Walker,LB,,80.62,89
2024,11724,Trevin Wallace,LB,CAR,80.0,90
2024,8355,Kayvon Thibodeaux,DL,NYG,79.75,15
2024,10940,Nick Herbig,LB,PIT,79.25,91
2024,6800,K'Lavon Chaisson,LB,WAS,79.0,92
2024,7567,Kenny Gainwell,RB,TB,78.74,53
2024,8381,Cobie Durant,DB,DAL,78.5,104
2024,7069,Alohi Gilman,DB,KC,77.45,105
2024,4147,Samaje Perine,RB,CIN,77.12,54
2024,12140,Omar Speights,LB,LAR,77.0,93
2024,11600,Ja'Tavion Sanders,TE,CAR,76.4,36
2024,8395,Dane Belton,DB,NYJ,76.1,106
2024,5937,Diontae Johnson,WR,,76.0,86
2024,6845,Zack Moss,RB,,76.0,55
2024,8360,Logan Hall,DL,HOU,75.75,16
2024,7562,Tutu Atwell,WR,MIA,75.7,87
2024,12142,Jaylen McCollough,DB,LAR,75.15,107
2024,4988,Nick Chubb,RB,,75.0,56
2024,2353,Denzel Perryman,LB,LAC,75.0,94
2024,10235,Roschon Johnson,RB,CHI,74.8,57
2024,7653,Azeez Ojulari,LB,ATL,74.5,95
2024,11669,Laiatu Latu,DL,IND,74.5,17
2024,8382,Kingsley Enagbare,DL,NYJ,74.25,18
2024,11720,Marist Liufau,LB,DAL,73.75,96
2024,5973,Josh Oliver,TE,MIN,73.6,37
2024,5248,Gus Edwards,RB,,73.4,58
2024,4351,Tim Patrick,WR,NYJ,73.1,88
2024,11597,Theo Johnson,TE,NYG,72.7,38
2024,11350,Mohamoud Diabate,LB,TEN,72.0,97
2024,4219,Jeremy McNichols,RB,WAS,71.96,59
2024,5520,Jonathan Owens,DB,IND,71.83,108
2024,10927,Jordan Battle,DB,CIN,71.5,109
2024,8270,Devonte Wyatt,DL,GB,71.5,19
2024,8506,Nazeeh Johnson,DB,TEN,71.5,109
2024,6151,Miles Sanders,RB,,70.46,60
2024,8316,Micheal Clemons,DL,IND,70.25,20
2024,3156,Joey Bosa,LB,,70.0,98
2024,6011,Gardner Minshew,QB,ARI,69.75,38
2024,2749,Raheem Mostert,RB,,69.68,61
2024,1205,Rodney McLeod,DB,,69.62,111
2024,4274,David Moore,WR,CAR,69.52,89
2024,6865,Colby Parkinson,TE,LAR,69.4,39
2024,8129,Dameon Pierce,RB,PHI,69.36,62
2024,5854,Drew Lock,QB,SEA,68.85,39
2024,10926,Marte Mapu,DB,HOU,68.4,112
2024,6941,Troy Dye,LB,LAC,68.25,99
2024,10229,Rashee Rice,WR,KC,67.1,90
2024,11739,Evan Williams,DB,GB,67.03,113
2024,5272,Greg Joseph,K,,67.0,31
2024,4234,Noah Brown,WR,,66.8,91
2024,2677,Neville Hewitt,LB,,66.62,100
2024,11693,Max Melton,DB,ARI,66.5,114
2024,8275,Josh Jobe,DB,SEA,66.33,115
2024,11699,Jer'Zhan Newton,DL,WAS,66.05,21
2024,11008,Anders Carlson,K,,66.0,32
2024,10212,Josh Whyle,TE,GB,66.0,40
2024,8144,Chris Olave,WR,NO,65.6,92
2024,10889,Tyree Wilson,LB,NO,64.75,101
2024,11675,Kool-Aid McKinstry,DB,NO,64.5,116
2024,8177,Grant Calcaterra,TE,PHI,64.4,41
2024,10943,Isaiah McGuire,DL,CLE,64.25,22
2024,3634,Kalif Raymond,WR,CHI,64.06,93
2024,10234,Derius Davis,WR,LAC,63.86,94
2024,11610,Malik Washington,WR,MIA,63.76,95
2024,11691,T'Vondre Sweat,DL,NYJ,63.75,23
2024,8388,Troy Andersen,LB,ATL,63.67,102
2024,12011,Demani Richardson,DB,CAR,63.58,117
2024,8476,DaRon Bland,DB,DAL,63.5,118
2024,10444,Cedric Tillman,WR,CLE,63.1,96
2024,6145,Juan Thornhill,DB,,63.0,119
2024,11807,Darius Muasau,LB,NYG,62.52,103
2024,5906,Dawson Knox,TE,BUF,62.4,42
2024,11623,Jordan Whittington,WR,LAR,62.12,97
2024,10985,Jordan Howden,DB,NO,61.95,120
2024,3200,Sterling Shepard,WR,,61.9,98
2024,10885,Lukas Van Ness,DL,GB,61.5,24
2024,8323,Jaquan Brisker,DB,PIT,61.0,121
