season,sleeper_id,player_name,position,team,total_pts,pos_rank
2023,NE,New England Patriots,DEF,NE,276.96,21
2023,3198,Derrick Henry,RB,BAL,276.3,6
2023,9493,Puka Nacua,WR,LAR,275.7,4
2023,9758,C.J. Stroud,QB,HOU,274.9,10
2023,4070,T.J. Watt,LB,PIT,272.45,1
2023,LAC,Los Angeles Chargers,DEF,LAC,268.7,22
2023,DET,Detroit Lions,DEF,DET,268.68,23
2023,8136,Rachaad White,RB,WAS,267.7,7
2023,CIN,Cincinnati Bengals,DEF,CIN,267.32,24
2023,4018,Joe Mixon,RB,,267.0,8
2023,4983,DJ Moore,WR,BUF,265.8,5
2023,5859,A.J. Brown,WR,NE,265.0,6
2023,5332,Foyesade Oluokun,LB,JAX,264.35,2
2023,SEA,Seattle Seahawks,DEF,SEA,260.6,25
2023,4892,Baker Mayfield,QB,TB,260.3,11
2023,10859,Sam LaPorta,TE,DET,259.8,1
2023,2216,Mike Evans,WR,SF,256.6,7
2023,PHI,Philadelphia Eagles,DEF,PHI,255.36,26
2023,ATL,Atlanta Falcons,DEF,ATL,253.8,27
2023,7523,Trevor Lawrence,QB,JAX,251.9,12
2023,9509,Bijan Robinson,RB,ATL,250.72,9
2023,2036,Khalil Mack,LB,LAC,249.0,3
2023,8138,James Cook,RB,BUF,246.0,10
2023,1466,Travis Kelce,TE,KC,245.6,2
2023,7569,Nico Collins,WR,HOU,245.5,8
2023,4066,Evan Engram,TE,DEN,244.9,3
2023,1479,Keenan Allen,WR,,244.55,9
2023,6803,Brandon Aiyuk,WR,SF,243.2,10
2023,2449,Stefon Diggs,WR,,241.2,11
2023,2028,Derek Carr,QB,,241.0,13
2023,6888,Antoine Winfield,DB,TB,240.7,1
2023,TEN,Tennessee Titans,DEF,TEN,240.68,28
2023,8311,Terrel Bernard,LB,BUF,238.78,4
2023,5872,Deebo Samuel,WR,,238.36,12
2023,5844,T.J. Hockenson,TE,MIN,237.5,4
2023,9221,Jahmyr Gibbs,RB,DET,237.1,11
2023,1234,Russell Wilson,QB,,237.1,14
2023,5892,David Montgomery,RB,HOU,237.0,12
2023,1233,Bobby Wagner,LB,,236.75,5
2023,7564,Ja'Marr Chase,WR,CIN,235.95,13
2023,421,Matthew Stafford,QB,LAR,235.85,15
2023,2617,Alex Singleton,LB,DEN,235.5,6
2023,4217,George Kittle,TE,SF,235.3,5
2023,5346,Zaire Franklin,LB,GB,234.75,7
2023,5944,Bobby Okereke,LB,,233.8,8
2023,5960,T.J. Edwards,LB,CHI,229.85,9
2023,4866,Saquon Barkley,RB,PHI,227.8,13
2023,5017,Jessie Bates,DB,ATL,224.88,2
2023,4137,James Conner,RB,ARI,224.1,14
2023,6214,Quincy Williams,LB,CLE,223.28,10
2023,6797,Justin Herbert,QB,LAC,222.3,16
2023,2133,Davante Adams,WR,LAR,222.1,14
2023,8205,Isiah Pacheco,RB,DET,222.0,15
2023,4033,David Njoku,TE,LAC,221.6,6
2023,5041,Fred Warner,LB,SF,220.9,11
2023,2309,Amari Cooper,WR,,220.3,15
2023,5967,Tony Pollard,RB,TEN,219.3,16
2023,8143,Jerome Ford,RB,WAS,217.7,17
2023,1373,Geno Smith,QB,NYJ,216.9,17
2023,LAR,Los Angeles Rams,DEF,LAR,214.06,29
2023,8151,Kenneth Walker,RB,KC,211.9,18
2023,7528,Najee Harris,RB,,211.6,19
2023,5726,Robert Spillane,LB,NE,210.57,12
2023,9226,De'Von Achane,RB,MIA,209.8,20
2023,CAR,Carolina Panthers,DEF,CAR,209.76,30
2023,4981,Calvin Ridley,WR,TEN,208.7,16
2023,4960,Roquan Smith,LB,BAL,208.0,13
2023,6790,D'Andre Swift,RB,CHI,207.8,21
2023,8144,Chris Olave,WR,NO,207.1,17
2023,5846,DK Metcalf,WR,PIT,206.8,18
2023,4035,Alvin Kamara,RB,NO,206.5,22
2023,8162,Sam Howell,QB,DAL,205.4,18
2023,8130,Trey McBride,TE,ARI,204.9,7
2023,1192,Lavonte David,LB,,204.25,14
2023,8137,George Pickens,WR,DAL,204.08,19
2023,6819,Michael Pittman,WR,PIT,204.0,20
2023,7591,Justin Fields,QB,KC,203.6,19
2023,6880,Logan Wilson,LB,,203.55,15
2023,1426,DeAndre Hopkins,WR,,203.1,21
2023,6485,Azeez Al-Shaair,LB,HOU,203.0,16
2023,8154,Brian Robinson,RB,ATL,202.8,23
2023,7715,Cam Bynum,DB,IND,202.75,3
2023,5248,Gus Edwards,RB,,202.6,24
2023,9756,Jordan Addison,WR,MIN,201.4,22
2023,7672,Ernest Jones,LB,SEA,199.75,17
2023,6826,Cole Kmet,TE,CHI,199.6,8
2023,6807,Patrick Queen,LB,PIT,199.28,18
2023,8476,DaRon Bland,DB,DAL,199.22,4
2023,4118,Alex Anzalone,LB,TB,198.5,19
2023,1052,Demario Davis,LB,NYJ,196.25,20
2023,5850,Josh Jacobs,RB,GB,195.2,25
2023,7525,DeVonta Smith,WR,PHI,194.5,23
2023,1875,C.J. Mosley,LB,,193.25,21
2023,10222,Jayden Reed,WR,GB,191.66,24
2023,6794,Justin Jefferson,WR,MIN,191.3,25
2023,5580,Frankie Luvu,LB,WAS,191.25,22
2023,4971,Derwin James,DB,LAC,191.15,5
2023,6788,Xavier McKinney,DB,GB,190.98,6
2023,8289,Aidan Hutchinson,DL,DET,190.4,1
2023,6130,Devin Singletary,RB,NYG,189.1,26
2023,11533,Brandon Aubrey,K,DAL,188.0,1
2023,8110,Jake Ferguson,TE,DAL,188.0,9
2023,7640,Micah Parsons,LB,GB,187.0,23
2023,7594,Chuba Hubbard,RB,CAR,186.9,27
2023,8339,Kyle Hamilton,DB,BAL,185.62,7
2023,8228,Jaylen Warren,RB,PIT,184.7,28
2023,4967,Bradley Chubb,LB,BUF,184.55,24
2023,1689,Adam Thielen,WR,,184.3,26
2023,6845,Zack Moss,RB,,182.7,29
2023,6302,Kaden Elliss,LB,NO,182.5,25
2023,2350,Eric Kendricks,LB,,181.75,26
2023,6901,Joshua Metellus,DB,MIN,180.82,8
2023,10229,Rashee Rice,WR,KC,180.2,27
2023,10891,Devon Witherspoon,DB,SEA,179.43,9
2023,4663,Austin Ekeler,RB,,179.2,30
2023,6011,Gardner Minshew,QB,ARI,179.15,20
2023,6949,Jordyn Brooks,LB,MIA,178.25,27
2023,5947,Jakobi Meyers,WR,JAX,177.8,28
2023,5876,Julian Love,DB,SEA,177.75,10
2023,ARI,Arizona Cardinals,DEF,ARI,177.62,31
2023,7526,Jaylen Waddle,WR,DEN,177.2,29
2023,8406,Reed Blankenship,DB,HOU,175.43,11
2023,5927,Terry McLaurin,WR,WAS,175.3,30
2023,7651,Jeremiah Owusu-Koramoah,LB,CLE,174.95,28
2023,8146,Garrett Wilson,WR,NYJ,174.4,31
2023,4037,Chris Godwin,WR,TB,173.6,32
2023,WAS,Washington Commanders,DEF,WAS,173.56,32
2023,8286,Dax Hill,DB,CIN,173.25,12
2023,4179,Joshua Dobbs,QB,,173.0,21
2023,7588,Javonte Williams,RB,DAL,172.7,31
2023,9997,Zay Flowers,WR,BAL,170.5,33
2023,4968,Tremaine Edmunds,LB,NYG,170.03,29
2023,6813,Jonathan Taylor,RB,IND,169.4,32
2023,5036,Justin Reid,DB,NO,168.78,13
2023,6811,Kenneth Murray,LB,,168.5,30
2023,8676,Rashid Shaheed,WR,SEA,168.12,34
2023,8159,Desmond Ridder,QB,,166.9,22
2023,8329,Devin Lloyd,LB,CAR,165.82,31
2023,6872,Kyle Dugger,DB,CIN,164.62,14
2023,5001,Dalton Schultz,TE,HOU,164.6,10
2023,4381,Taysom Hill,TE,,164.37,11
2023,6083,Matt Gay,K,LV,164.0,2
2023,3164,Ezekiel Elliott,RB,,163.8,33
2023,2020,Cairo Santos,K,CHI,163.0,3
2023,9502,Tank Dell,WR,HOU,162.66,35
2023,4195,Jake Elliott,K,PHI,162.0,4
2023,2747,Jason Myers,K,SEA,162.0,4
2023,5894,Germaine Pratt,LB,,161.72,32
2023,6056,Dre Greenlaw,LB,SF,161.57,33
2023,4449,Nicholas Morrow,LB,,161.0,34
2023,5318,Ja'Whaun Bentley,LB,,160.75,35
2023,5030,Harold Landry,LB,NE,160.75,35
2023,6183,Andrew Van Ginkel,LB,MIN,160.05,37
2023,1264,Justin Tucker,K,,160.0,6
2023,10236,Dalton Kincaid,TE,BUF,160.0,12
2023,2374,Tyler Lockett,WR,,159.5,36
2023,4227,Harrison Butker,K,KC,159.0,7
2023,8266,Quay Walker,LB,LV,158.68,38
2023,7136,Kam Curl,DB,LAR,158.5,15
2023,5375,Jordan Whitehead,DB,,158.4,16
2023,7662,Richie Grant,DB,,158.1,17
2023,8259,Cameron Dicker,K,LAC,158.0,8
2023,5045,Courtland Sutton,WR,DEN,157.8,37
2023,8398,Jermaine Johnson,LB,TEN,157.68,39
2023,8323,Jaquan Brisker,DB,PIT,157.5,18
2023,6943,Gabe Davis,WR,,157.5,38
2023,7765,Jonathon Cooper,DL,DEN,157.22,2
2023,8659,Nate Landman,LB,LAR,157.12,40
2023,3233,Kevin Byard,DB,NE,157.0,19
2023,8364,Trent McDuffie,DB,LAR,157.0,19
2023,6218,E.J. Speed,LB,HOU,156.5,41
2023,2389,Jordan Hicks,LB,,155.27,42
2023,1348,Dustin Hopkins,K,,155.0,9
2023,1166,Kirk Cousins,QB,LV,154.45,23
2023,4039,Cooper Kupp,WR,SEA,153.1,39
2023,4180,Rayshawn Jenkins,DB,,152.05,21
2023,11058,Blake Grupe,K,IND,152.0,10
2023,6179,Jahlani Tavai,LB,,151.55,43
2023,7553,Kyle Pitts,TE,ATL,151.1,13
2023,5022,Dallas Goedert,TE,PHI,151.0,14
2023,1433,Brandon McManus,K,,151.0,11
2023,8396,Micah McFadden,LB,NYG,150.38,44
2023,6711,Jalen Thompson,DB,DAL,150.22,22
2023,5119,Jason Sanders,K,NYJ,150.0,12
2023,8355,Kayvon Thibodeaux,DL,NYG,149.75,3
2023,7044,Julian Blackmon,DB,NO,149.53,23
2023,8278,Christian Harris,LB,ATL,149.5,45
2023,7659,Tre'von Moehrig,DB,CAR,149.03,24
2023,5334,Josey Jewell,LB,,148.75,46
2023,8112,Drake London,WR,ATL,148.2,40
2023,6968,Jordan Fuller,DB,,147.97,25
2023,8132,Tyler Allgeier,RB,ARI,147.9,34
2023,10905,Brian Branch,DB,DET,147.57,26
2023,8348,Kerby Joseph,DB,DET,147.43,27
2023,6065,Cody Barton,LB,TEN,147.43,47
2023,1266,Greg Zuerlein,K,,147.0,13
2023,7839,Evan McPherson,K,CIN,147.0,13
2023,9508,Tyjae Spears,RB,TEN,146.9,35
2023,3369,Elandon Roberts,LB,,146.75,48
2023,2197,Brandin Cooks,WR,,146.3,41
2023,6217,Blake Cashman,LB,MIN,145.55,49
2023,8333,Alontae Taylor,DB,TEN,145.4,28
2023,1213,Harrison Smith,DB,,144.0,29
2023,11086,Ivan Pace,LB,MIN,143.9,50
2023,7113,Alex Highsmith,LB,PIT,143.75,51
2023,4199,Aaron Jones,RB,MIN,143.6,36
2023,7671,Benjamin St-Juste,DB,GB,143.5,30
2023,8343,Boye Mafe,DL,CIN,143.07,4
2023,6650,Chase McLaughlin,K,TB,143.0,15
2023,4144,Jonnu Smith,TE,,142.1,15
2023,8121,Romeo Doubs,WR,NE,142.0,42
2023,6111,Jake Browning,QB,TB,141.5,24
2023,10917,Byron Young,LB,LAR,141.5,52
2023,5012,Mark Andrews,TE,BAL,141.5,16
2023,7611,Rhamondre Stevenson,RB,NE,140.5,37
2023,6946,Myles Bryant,DB,CLE,140.29,31
2023,4666,Younghoe Koo,K,,140.0,16
2023,4063,Haason Reddick,LB,,140.0,53
2023,6770,Joe Burrow,QB,CIN,139.65,25
2023,5928,David Long,LB,,139.0,54
2023,8303,Roger McCreary,DB,DET,138.95,32
2023,17,Matt Prater,K,,138.0,17
2023,1945,Chris Boswell,K,PIT,138.0,17
2023,1343,Jordan Poyer,DB,,137.0,33
2023,7042,Tyler Bass,K,BUF,136.0,19
2023,7819,Deommodore Lenoir,DB,SF,135.72,34
2023,5987,Alexander Mattison,RB,,135.2,38
2023,6119,Devin White,LB,,135.15,55
2023,7677,Divine Deablo,LB,ATL,135.0,56
2023,3262,Justin Simmons,DB,,134.65,35
2023,8309,Damone Clark,LB,DET,134.5,57
2023,5908,Amani Hooker,DB,TEN,134.05,36
2023,650,Nick Folk,K,ATL,134.0,20
2023,5849,Kyler Murray,QB,MIN,133.35,26
2023,7634,Jamin Davis,LB,PIT,133.0,58
2023,2251,Logan Thomas,TE,,132.4,17
2023,10937,Jake Moody,K,WAS,132.0,21
2023,6149,Darius Slayton,WR,NYG,132.0,43
2023,1576,Tyrann Mathieu,DB,,131.55,37
2023,8385,George Karlaftis,DL,KC,131.25,5
2023,4950,Christian Kirk,WR,SF,131.03,44
2023,8265,Travon Walker,LB,JAX,131.0,59
2023,5133,Tyler Conklin,TE,DET,130.6,18
2023,4082,Curtis Samuel,WR,,130.2,45
2023,3678,Wil Lutz,K,DEN,130.0,22
2023,9500,Josh Downs,WR,IND,129.78,46
2023,6141,Drue Tranquill,LB,KC,129.75,60
2023,5839,Rashan Gary,LB,DAL,129.0,61
2023,6799,Grant Delpit,DB,CLE,128.1,38
2023,3214,Hunter Henry,TE,NE,127.2,19
2023,7069,Alohi Gilman,DB,KC,126.8,39
2023,2501,Quandre Diggs,DB,,126.53,40
2023,5348,Kyzir White,LB,,126.5,62
2023,4056,Jabrill Peppers,DB,,126.39,41
2023,2343,Preston Smith,LB,,126.0,63
2023,7685,Brandon Stephens,DB,NYJ,125.9,42
2023,7608,Khalil Herbert,RB,,125.7,39
2023,5937,Diontae Johnson,WR,,125.6,47
2023,6923,Geno Stone,DB,BUF,125.53,43
2023,8390,Martin Emerson,DB,NO,124.62,44
2023,6801,Tee Higgins,WR,CIN,124.4,48
2023,8860,Tony Adams,DB,TEN,123.75,45
2023,8399,Markquese Bell,DB,DAL,123.5,46
2023,5056,Jerome Baker,LB,,123.33,64
2023,6828,AJ Dillon,RB,CAR,123.2,40
2023,11008,Anders Carlson,K,,123.0,23
2023,6291,Donovan Wilson,DB,,123.0,47
2023,4098,Kareem Hunt,RB,,123.0,41
2023,7647,Pete Werner,LB,NO,122.83,65
2023,8111,Cade Otton,TE,TB,122.3,20
2023,5095,Daniel Carlson,K,,122.0,24
2023,2505,Darren Waller,TE,,121.5,21
2023,6945,Antonio Gibson,RB,,121.2,42
2023,6947,K'Von Wallace,DB,BAL,121.05,48
2023,5272,Greg Joseph,K,,121.0,25
2023,3174,Leonard Floyd,LB,,120.75,66
2023,8210,Chig Okonkwo,TE,WAS,120.7,22
2023,8314,Jalen Pitre,DB,HOU,120.55,49
2023,10892,Will Anderson,DL,HOU,120.0,6
2023,3271,Tyler Higbee,TE,LAR,118.8,23
2023,7666,Jevon Holland,DB,NYG,118.58,50
2023,8341,Cam Taylor-Britt,DB,IND,118.12,51
2023,8680,Jack Gibbens,LB,ARI,118.0,67
2023,3451,Ka'imi Fairbairn,K,HOU,118.0,26
2023,5071,DeShon Elliott,DB,PIT,117.5,52
2023,4089,Gerald Everett,TE,,117.3,24
2023,6315,Tyrel Dodson,LB,MIA,117.25,68
2023,10878,Deonte Banks,DB,NYG,117.15,53
2023,9488,Jaxon Smith-Njigba,WR,SEA,115.0,49
2023,5520,Jonathan Owens,DB,IND,114.17,54
2023,6783,Jerry Jeudy,WR,CLE,113.4,50
2023,8280,Nik Bonitto,LB,DEN,112.5,69
2023,19,Joe Flacco,QB,CIN,112.2,27
2023,3225,Tyler Boyd,WR,,112.1,51
2023,5158,Dennis Gardeck,LB,JAX,112.05,70
2023,4110,Zach Cunningham,LB,,111.5,71
2023,4078,Adoree' Jackson,DB,,111.4,55
2023,5189,Eddy Pineiro,K,SF,111.0,27
2023,10880,Jack Campbell,LB,DET,111.0,72
2023,10898,Tuli Tuipulotu,DL,LAC,110.75,7
2023,1999,Shaquil Barrett,LB,,109.85,73
2023,3399,Jayron Kearse,DB,,109.55,56
2023,4081,Budda Baker,DB,ARI,108.0,57
2023,8230,Ty Chandler,RB,NO,107.98,43
2023,5848,Marquise Brown,WR,PHI,107.8,52
2023,10927,Jordan Battle,DB,CIN,107.5,58
2023,7698,Andre Cisco,DB,NYJ,107.45,59
2023,8134,Khalil Shakir,WR,BUF,107.2,53
2023,2130,Kyle Van Noy,LB,,107.0,74
2023,7782,Isaiah McDuffie,LB,GB,106.75,75
2023,5995,Justice Hill,RB,BAL,106.66,44
2023,8389,Akayleb Evans,DB,CAR,106.53,60
2023,8487,Christian Benford,DB,BUF,105.7,61
2023,7635,Jaelan Phillips,LB,CAR,105.38,76
2023,7002,Juwan Johnson,TE,NO,105.1,25
2023,4171,Josh Reynolds,WR,,104.8,54
2023,4223,Rudy Ford,DB,,104.75,62
2023,8131,Isaiah Likely,TE,NYG,104.6,26
2023,7023,Willie Gay,LB,MIA,103.12,77
2023,8374,Riq Woolen,DB,PHI,103.03,63
2023,10866,Aidan O'Connell,QB,LV,102.7,28
2023,8365,Kyler Gordon,DB,CHI,102.5,64
2023,6848,Anfernee Jennings,LB,NO,102.25,78
2023,7596,Elijah Moore,WR,PHI,102.02,55
2023,10921,Yaya Diaby,DL,TB,101.2,8
2023,7346,Christian Rozeboom,LB,TB,100.5,79
2023,8119,Jahan Dotson,WR,ATL,100.4,56
2023,6839,Jaylon Johnson,DB,CHI,100.12,65
2023,6211,Sione Takitaki,LB,,100.0,80
2023,6528,Joey Slye,K,TEN,100.0,28
2023,8384,Zyon McCollum,DB,TB,99.5,66
2023,4990,Shaquille Leonard,LB,,99.5,81
2023,8308,Derek Stingley,DB,HOU,99.42,67
2023,7562,Tutu Atwell,WR,MIA,98.5,57
2023,8129,Dameon Pierce,RB,PHI,98.4,45
2023,2353,Denzel Perryman,LB,LAC,98.25,82
2023,8126,Wan'Dale Robinson,WR,TEN,98.1,58
2023,7670,Joshua Palmer,WR,BUF,98.0,59
2023,9494,Marvin Mims,WR,DEN,97.76,60
2023,7066,K.J. Osborn,WR,TEN,97.7,61
2023,9486,Dontayvion Wicks,WR,PHI,97.1,62
2023,4147,Samaje Perine,RB,CIN,97.1,46
2023,9753,Zach Charbonnet,RB,SEA,97.1,46
2023,4951,DJ Chark,WR,,97.0,63
2023,8271,Derion Kendrick,DB,DAL,96.0,68
2023,4238,Xavier Woods,DB,,95.6,69
2023,4111,D'Onta Foreman,RB,,95.5,48
2023,2078,Odell Beckham,WR,NYG,95.5,64
2023,11427,Christian Izien,DB,DET,95.45,70
2023,4188,Damontae Kazee,DB,,95.45,70
2023,6419,P.J. Locke,DB,DAL,95.35,72
2023,11439,Jaleel McLaughlin,RB,DEN,95.0,49
2023,4234,Noah Brown,WR,,94.9,65
2023,10888,Jalen Carter,DL,PHI,94.55,9
2023,7726,Derrick Barnes,LB,DET,94.5,83
2023,8290,Sauce Gardner,DB,IND,94.5,73
2023,6937,Khaleke Hudson,LB,,94.5,83
2023,3634,Kalif Raymond,WR,CHI,93.84,66
2023,7021,Rico Dowdle,RB,PIT,93.64,50
2023,3276,De'Vondre Campbell,LB,,93.08,85
2023,3215,Xavien Howard,DB,,93.0,74
2023,5959,Mike Edwards,DB,,92.92,75
2023,8160,Kenny Pickett,QB,CAR,92.5,29
2023,10232,Michael Wilson,WR,ARI,92.2,67
2023,7600,Pat Freiermuth,TE,PIT,91.6,27
2023,10235,Roschon Johnson,RB,CHI,91.3,51
2023,2427,Za'Darius Smith,LB,,91.25,86
2023,2327,Bud Dupree,LB,LAC,90.75,87
2023,7601,Rondale Moore,WR,,90.24,68
2023,8362,Leo Chenal,LB,WAS,90.0,88
2023,7625,Joe Tryon-Shoyinka,LB,,89.5,89
2023,7922,Riley Patterson,K,MIA,89.0,29
2023,7567,Kenny Gainwell,RB,TB,88.71,52
2023,1079,Tashaun Gipson,DB,,88.65,76
2023,8363,Jack Sanborn,LB,CHI,88.55,90
2023,10894,DJ Turner,DB,CIN,88.2,77
2023,1525,Micah Hyde,DB,,88.1,78
2023,8167,Christian Watson,WR,GB,87.4,69
2023,6074,Donald Parham,TE,,87.3,28
2023,7811,Talanoa Hufanga,DB,DEN,87.2,79
2023,5409,Tanner Hudson,TE,CIN,86.8,29
2023,9228,Bryce Young,QB,CAR,86.65,30
2023,7527,Mac Jones,QB,SF,86.5,31
2023,8142,Alec Pierce,WR,IND,86.2,70
2023,6284,Marcus Epps,DB,PHI,86.03,80
2023,9484,Tucker Kraft,TE,GB,85.9,30
2023,3230,Vonn Bell,DB,,85.78,81
2023,6151,Miles Sanders,RB,,85.3,53
2023,8394,Percy Butler,DB,WAS,84.5,82
2023,4963,Minkah Fitzpatrick,DB,NYJ,84.5,82
2023,8139,Zamir White,RB,,84.3,54
2023,7637,Zaven Collins,LB,ARI,84.28,91
2023,11042,Carrington Valentine,DB,GB,83.75,84
2023,7602,Kylen Granson,TE,TEN,83.6,31
2023,4091,Marcus Williams,DB,,83.55,85
2023,5064,Tracy Walker,DB,,83.5,86
2023,9501,DeMario Douglas,WR,NE,83.34,71
2023,8330,Quentin Lake,DB,LAR,83.0,87
2023,9999,Will Levis,QB,TEN,82.9,32
2023,1476,Latavius Murray,RB,,82.1,55
2023,10955,Chad Ryland,K,ARI,82.0,30
2023,6781,Isaiah Simmons,DB,CAR,81.88,88
2023,827,Tyrod Taylor,QB,GB,81.75,33
2023,11306,Xavier Gipson,WR,NYG,81.6,72
2023,6911,Brandon Jones,DB,DEN,81.0,89
2023,10972,Terell Smith,DB,CHI,81.0,89
2023,2472,David Mayo,LB,,81.0,92
2023,5008,Durham Smythe,TE,BAL,80.6,32
2023,7648,Nick Bolton,LB,KC,80.53,93
2023,9482,Michael Mayer,TE,LV,80.2,33
2023,7268,Krys Barnes,LB,,80.15,94
2023,4454,Kendrick Bourne,WR,ARI,79.4,73
2023,8261,Jack Jones,DB,SF,79.22,91
2023,7538,Zach Wilson,QB,NO,78.85,34
2023,5857,Noah Fant,TE,NO,78.7,34
2023,544,Kareem Jackson,DB,,78.62,92
2023,9481,Luke Musgrave,TE,GB,78.3,35
2023,4958,Brett Maher,K,,78.0,31
2023,2325,Nelson Agholor,WR,,77.6,74
2023,10913,Joey Porter,DB,PIT,77.5,93
2023,8510,Russ Yeast,DB,CIN,77.5,93
2023,7828,Noah Gray,TE,KC,77.4,36
2023,8270,Devonte Wyatt,DL,GB,76.75,10
2023,3415,Jonathan Jones,DB,PHI,76.5,95
2023,3156,Joey Bosa,LB,,76.25,95
2023,9511,Keaton Mitchell,RB,LAC,76.2,56
2023,10906,JuJu Brents,DB,MIA,76.0,96
2023,4974,Terrell Edmunds,DB,,75.8,97
2023,5075,Ogbo Okoronkwo,LB,,75.75,96
2023,5970,Greg Dortch,WR,DET,75.6,75
2023,5021,Lorenzo Carter,LB,,75.47,97
2023,8325,Arnold Ebiketie,DL,PHI,75.0,11
2023,5374,Justin Watson,WR,HOU,74.8,76
2023,9492,Trey Palmer,WR,NO,74.6,77
2023,10970,Henry To'oTo'o,LB,HOU,74.5,98
2023,10885,Lukas Van Ness,DL,GB,74.0,12
2023,7681,Baron Browning,LB,ARI,73.75,99
2023,9754,Quentin Johnston,WR,LAC,73.5,78
2023,3286,Demarcus Robinson,WR,SF,73.2,79
2023,6220,Cole Holcomb,LB,PIT,73.0,100
2023,5757,Josh Woods,LB,,72.75,101
2023,4464,Nick Mullens,QB,JAX,72.7,35
2023,2161,Jerick McKinnon,RB,,72.3,57
2023,7626,Odafe Oweh,LB,WAS,72.0,102
2023,5038,Michael Gallup,WR,,71.9,80
2023,6145,Juan Thornhill,DB,,71.5,98
2023,4017,Deshaun Watson,QB,CLE,70.85,36
2023,4993,Mike Gesicki,TE,CIN,70.5,37
2023,7045,Joshua Kelley,RB,,70.24,58
2023,6855,Ashtyn Davis,DB,SF,70.08,99
2023,2267,Jimmie Ward,DB,,70.0,100
2023,3363,Kamu Grugier-Hill,LB,,69.78,103
2023,2429,Kwon Alexander,LB,,69.5,104
2023,8917,KaVontae Turpin,WR,DAL,69.44,81
2023,3181,Keanu Neal,LB,,69.3,105
2023,6131,Mack Wilson,LB,ARI,69.25,106
2023,10903,Quan Martin,DB,WAS,69.17,101
2023,1352,Robert Woods,WR,,69.08,82
2023,8932,Lucas Havrisik,K,GB,69.0,32
2023,8376,Alex Wright,DL,CLE,69.0,13
2023,10879,Calijah Kancey,DL,TB,69.0,13
2023,5121,Braxton Berrios,WR,NYG,68.84,83
2023,11199,Emari Demercado,RB,KC,68.5,59
2023,11014,Kei'Trel Clark,DB,ARI,68.5,102
2023,6301,Nick Scott,DB,CAR,68.5,102
2023,4216,Desmond King,DB,,68.48,104
2023,7496,Nick Westbrook-Ikhine,WR,IND,68.2,84
2023,8148,Jameson Williams,WR,DET,68.2,84
2023,3199,Michael Thomas,WR,,67.9,86
2023,8382,Kingsley Enagbare,DL,NYJ,67.5,15
2023,8104,Dee Alford,DB,BUF,67.42,105
2023,6820,Clyde Edwards-Helaire,RB,,67.4,60
2023,8294,Bryan Cook,DB,CIN,67.2,106
2023,9229,Anthony Richardson,QB,IND,67.15,37
2023,10919,Sydney Brown,DB,ATL,66.97,107
2023,4074,Malik Hooker,DB,DAL,66.5,108
2023,5193,J.C. Jackson,DB,,66.22,109
2023,10213,Tre Tucker,WR,LV,65.9,87
2023,5882,Taylor Rapp,DB,,65.4,110
2023,4158,Eddie Jackson,DB,,65.17,111
2023,4133,John Johnson,DB,,65.1,112
2023,3269,Chris Moore,WR,BAL,64.86,88
2023,5031,Oren Burks,LB,CIN,64.78,107
2023,4093,Marcus Maye,DB,,64.65,113
2023,6003,Anthony Nelson,LB,TB,64.5,108
2023,7090,Darnell Mooney,WR,NYG,64.5,89
2023,6865,Colby Parkinson,TE,LAR,64.34,38
2023,8373,Jaylen Watson,DB,LAR,64.0,114
2023,11052,Jaylon Jones,DB,IND,64.0,114
2023,7788,Victor Dimukeje,LB,,64.0,109
2023,3341,DeAndre Houston-Carson,DB,,63.83,116
2023,6416,Andrew Wingard,DB,ARI,63.5,117
2023,8756,Brandon Johnson,WR,LV,63.5,90
2023,8517,Rodney Thomas,LB,SEA,63.12,110
2023,7694,Tommy Tremble,TE,CAR,63.1,39
2023,10985,Jordan Howden,DB,NO,63.0,118
2023,3222,Deion Jones,LB,,63.0,111
2023,10225,Jonathan Mingo,WR,DAL,62.5,91
2023,6210,Darnell Savage,DB,PIT,62.5,119
2023,5695,Brandon Powell,WR,,61.76,92
2023,8269,Jordan Davis,DL,PHI,61.75,16
2023,6869,Adam Trautman,TE,DEN,61.7,40
2023,4080,Zay Jones,WR,,60.7,93
2023,4149,Jamaal Williams,RB,,60.6,61
2023,11292,Tommy DeVito,QB,NE,60.35,38
2023,8481,Ja'Sir Taylor,DB,CIN,60.2,120
2023,4198,Jamal Agnew,WR,,60.2,94
2023,8116,Pierre Strong,RB,GB,60.1,62
2023,8310,Cor'Dale Flott,DB,TEN,59.52,121
2023,2711,Taylor Heinicke,QB,,59.5,39
2023,10234,Derius Davis,WR,LAC,59.46,95
2023,10889,Tyree Wilson,LB,NO,59.25,112
2023,2363,Markus Golden,LB,,59.0,113
2023,10936,Ji'Ayir Brown,DB,SF,59.0,122
2023,7571,Rashod Bateman,WR,BAL,58.9,96
2023,4203,Anthony Walker,LB,,58.5,114
2023,5906,Dawson Knox,TE,BUF,57.9,41
2023,8368,Sam Williams,DL,DAL,57.75,17
2023,5973,Josh Oliver,TE,MIN,57.6,42
2023,5519,Tavierre Thomas,DB,MIN,57.5,123
2023,8381,Cobie Durant,DB,DAL,57.0,124
2023,5113,Cedrick Wilson,WR,DET,56.6,97
2023,8125,Calvin Austin,WR,NYG,56.56,98
2023,8395,Dane Belton,DB,NYJ,56.1,125
